global_step,date,day_step,real_price,sim_price,best_bid,best_ask,spread_bps,imbalance,daily_sentiment,intraday_sentiment,epistemic_uncertainty,aleatoric_uncertainty,regime,total_volume,trade_count,fills_this_step
835,2024-01-17,35,42776.1,50308.031694462414,50299.27025293265,50316.79313599218,3.4831183946833906,0.005615914442737433,0.2,0.08648697837996572,0.05779767452946973,0.17453568916965087,greed,15.23423864395065,165,6
836,2024-01-17,36,42776.1,50302.659766230216,50299.27025293265,50306.04927952778,1.347647744003479,0.007455175402305175,0.2,0.12242057590335982,0.057392121649495545,0.162083274996987,greed,15.747797075275438,169,4
837,2024-01-17,37,42776.1,50306.77012121797,50296.74710644375,50316.79313599218,3.9847578169155997,0.00656044013734681,0.2,0.1216641031946808,0.05864645516457755,0.17224807858355357,greed,16.47630379925332,177,8
838,2024-01-17,38,42776.1,50305.63972146272,50294.48630693327,50316.79313599218,4.434260091396878,0.002388368268607977,0.2,0.10610305622544483,0.04330604572275923,0.17562782366992008,greed,16.918792107624395,182,5
839,2024-01-17,39,42776.1,50294.861439877364,50294.48630693327,50295.236572821465,0.14917346756983685,-0.0014108587551002916,0.2,0.09747137726443858,0.04813113567616208,0.17709572336503288,greed,17.34065299758682,185,3
840,2024-01-17,40,42776.1,50294.24063871331,50293.244704605146,50295.236572821465,0.3960430043327111,-0.00046906195875490267,0.2,0.1253599174870335,0.047423390320390627,0.17356929310587382,greed,18.13291881761153,191,6
841,2024-01-17,41,42776.1,50294.18926937763,50293.14196593379,50295.236572821465,0.41647095183383065,-8.992926498814933e-05,0.2,0.16028433820983928,0.058777899200825504,0.17681955615140882,greed,18.764792434430806,195,4
842,2024-01-17,42,42776.1,50294.05193592752,50292.86729903358,50295.236572821465,0.47108429261164136,0.0011363430442661302,0.2,0.17902066320178397,0.04675298603998469,0.1796556494398634,greed,19.40943677133129,198,3
843,2024-01-17,43,42776.1,50294.69705443636,50292.59716350038,50296.79694537234,0.8350347288930675,0.0013379900769576792,0.2,0.1535787449913945,0.04505292061242573,0.1656022218333345,greed,19.770059240448322,203,5
844,2024-01-17,44,42776.1,50294.69705443636,50292.59716350038,50296.79694537234,0.8350347288930675,0.001856411686081225,0.2,0.19881216060151152,0.05246955661038593,0.1680084438158411,greed,19.981754775864832,206,3
845,2024-01-17,45,42776.1,50294.69705443636,50292.59716350038,50296.79694537234,0.8350347288930675,0.0007200418771487872,0.2,0.20141933278649138,0.047530605755785965,0.15696167219103468,greed,20.157728552495463,208,2
846,2024-01-17,46,42776.1,50294.571214698364,50292.34548402439,50296.79694537234,0.8850779001480237,-0.0007530374008213103,0.2,0.19899059951722697,0.04587898202033795,0.1571125412555202,greed,20.771588399659485,214,6
847,2024-01-17,47,42776.1,50294.55343391892,50292.30992246549,50296.79694537234,0.8921488710999506,-0.0019407563727037213,0.2,0.15578584622285524,0.0588933146434219,0.16829824675788155,greed,21.42805941695894,218,4
848,2024-01-17,48,42776.1,50296.70811401894,50292.2703346631,50301.14589337477,1.7646400817222825,-0.0006454754687932051,0.2,0.16505031768809883,0.055208486233649434,0.16538766494324297,greed,22.181778616675416,226,8
849,2024-01-17,49,42776.1,50295.728811183355,50290.31172899194,50301.14589337477,2.154092333268399,-0.0009541854479194167,0.2,0.17852161881485196,0.05870344173452986,0.16127415047538257,greed,22.92566652538546,232,6
850,2024-01-18,0,41327.5,48937.43671721734,48926.9718092843,48947.90162515038,4.276851684532821,-0.0015732651417911692,0.26,0.24267177650014823,0.05525786671108728,0.15136357501307388,greed,0.39648582357813944,4,4
851,2024-01-18,1,41327.5,48920.76763344,48903.759190349156,48937.77607653084,6.953465333285808,0.0022249127464495336,0.26,0.26845589342563436,0.044534823688138894,0.170100976134227,greed,1.2060994918023766,11,7
852,2024-01-18,2,41327.5,48916.66725194548,48903.759190349156,48929.575313541805,5.2775719694237635,0.03298321406764517,0.26,0.2852975747518914,0.0525264470331239,0.15835412186782657,greed,1.7902652088861515,16,5
853,2024-01-18,3,41327.5,48920.76763344,48903.759190349156,48937.77607653084,6.953465333285808,0.040625076076965604,0.26,0.2662150831689948,0.05856767011272615,0.17989194881037165,greed,2.1446832479335023,21,5
854,2024-01-18,4,41327.5,48925.11464892744,48907.97426952666,48942.25502832822,7.006781496077327,0.05096942734576659,0.26,0.2655781506581973,0.04672014117980217,0.16397047625286837,greed,2.950416260323118,29,8
855,2024-01-18,5,41327.5,48935.97173845064,48927.75989626832,48944.18358063296,3.356157808089153,0.05341027605374916,0.26,0.2671682049719253,0.05829931730155938,0.15567417300068953,greed,3.3880030454055703,34,5
856,2024-01-18,6,41327.5,48940.6190812632,48937.05458189343,48944.18358063296,1.4566629669500424,0.05326980027147629,0.26,0.2579483607956455,0.04399682542563879,0.1516657509842745,greed,3.7272992080636502,39,5
857,2024-01-18,7,41327.5,48941.24203458761,48936.35081069107,48946.13325848415,1.9988147800113056,0.038476107617781544,0.26,0.25486281520901577,0.05303031366657785,0.15632344348064064,greed,4.520607409377245,47,8
858,2024-01-18,8,41327.5,48941.24203458761,48936.35081069107,48946.13325848415,1.9988147800113056,0.0315776564630368,0.26,0.26493077385201175,0.058547103611725944,0.16097657428670642,greed,4.692700650297855,50,3
859,2024-01-18,9,41327.5,48941.26499523006,48936.35081069107,48946.17917976906,2.008196780150953,0.03780192998442162,0.26,0.2550095068146666,0.05498852011961618,0.16293337215291015,greed,4.995740419984727,53,3
860,2024-01-18,10,41327.5,48941.26499523006,48936.35081069107,48946.17917976906,2.008196780150953,0.0390882357539608,0.26,0.23757354289122243,0.04585032850952504,0.15996616712841966,greed,5.210280999673544,56,3
861,2024-01-18,11,41327.5,48945.475625298466,48944.77207082787,48946.17917976906,0.28748498675552875,0.033700769342912704,0.26,0.21744481014613615,0.04082998334366159,0.16911284102473328,greed,5.316343935994805,57,1
862,2024-01-18,12,41327.5,48945.47640999763,48944.77207082787,48946.18074916738,0.28780562430541146,0.04107473169932814,0.26,0.24269021818494946,0.0459130908322497,0.16858847780834765,greed,5.722869933167448,61,4
863,2024-01-18,13,41327.5,48946.49137020342,48944.77207082787,48948.21066957896,0.702522010225996,0.0375600619441295,0.26,0.25298126382060404,0.05012660618708536,0.1605123975003059,greed,6.302859024647739,67,6
864,2024-01-18,14,41327.5,48946.49137020342,48944.77207082787,48948.21066957896,0.702522010225996,0.03247280111396716,0.26,0.2356455712806091,0.05356227661908418,0.16629064292600293,greed,6.439817697985192,69,2
865,2024-01-18,15,41327.5,48947.64174966694,48944.77207082787,48950.511428506004,1.1725503973174392,0.040551178630710595,0.26,0.23806341695374691,0.0487128958091302,0.1738344245356052,greed,6.929848215006288,75,6
866,2024-01-18,16,41327.5,48949.74486997299,48948.978311439976,48950.511428506004,0.3132022587861957,0.04167546284125252,0.26,0.213156325655579,0.056990684309758025,0.1526696914456904,greed,7.104453087817863,76,1
867,2024-01-18,17,41327.5,48950.689976597554,48948.978311439976,48952.401641755125,0.6993426071798509,0.045304609483550216,0.26,0.1960955049824671,0.050820057978553254,0.17954537231901282,greed,7.994245758471247,82,6
868,2024-01-18,18,41327.5,48951.38293351439,48948.978311439976,48953.7875555888,0.9824531730509044,0.04593071705369033,0.26,0.18797836223576506,0.04329769553130277,0.1571996809160987,greed,8.887113790787897,87,5
869,2024-01-18,19,41327.5,48951.72138827109,48948.978311439976,48954.4644651022,1.1207274242129228,0.04485734906496905,0.26,0.19620637254723322,0.04545899989462976,0.16024275808812893,greed,9.776993624047828,94,7
870,2024-01-18,20,41327.5,48955.21483108225,48953.44733270103,48956.982329463484,0.7220878867868028,0.036491294507663995,0.26,0.20656595355804094,0.04010053105219606,0.1518028923113451,greed,10.706791773722669,100,6
871,2024-01-18,21,41327.5,48955.220785151745,48953.44733270103,48956.994237602456,0.7245202543349559,0.027974107292752955,0.26,0.19680461884061148,0.052950329296867264,0.1581912185798342,greed,11.673159735172012,105,5
872,2024-01-18,22,41327.5,48951.83486904173,48945.392323317545,48958.27741476592,2.6321978497533665,0.02839161849896334,0.26,0.17901331372504162,0.05883065820568882,0.173526185230958,greed,12.647032731774258,112,7
873,2024-01-18,23,41327.5,48952.43589151826,48945.392323317545,48959.479459718976,2.8777191869775494,0.0334548866790231,0.26,0.15667842077579977,0.057299252102304035,0.15748374612879695,greed,13.519715862420885,119,7
874,2024-01-18,24,41327.5,48956.95566508366,48953.29245980288,48960.618870364444,1.496500438402955,0.03650589509643501,0.26,0.16855217910723888,0.055149288909014355,0.15885217047792927,greed,13.898978214766565,125,6
875,2024-01-18,25,41327.5,48958.838200031605,48956.06535439687,48961.61104566633,1.132725259288033,0.035869131655435614,0.26,0.1735624271566431,0.04214114357108372,0.16320174139528196,greed,14.721664327624655,129,4
876,2024-01-18,26,41327.5,48958.838200031605,48956.06535439687,48961.61104566633,1.132725259288033,0.03554339521940622,0.26,0.17215700267828535,0.057262710754714785,0.1746748394787068,greed,15.041386773083715,131,2
877,2024-01-18,27,41327.5,48963.899759583925,48963.30252748354,48964.49699168431,0.24394793034007248,0.033919032010643904,0.26,0.1694810708049547,0.049716348578252634,0.15350770606576175,greed,15.432861264754909,135,4
878,2024-01-18,28,41327.5,48963.95115852981,48963.30252748354,48964.59978957608,0.264942281382241,0.031384335650458915,0.26,0.17192098839637082,0.05467766261605082,0.1689671445260358,greed,16.37182306671088,141,6
879,2024-01-18,29,41327.5,48962.36272508148,48960.125660586884,48964.59978957608,0.9137894374744456,0.02722261656973576,0.26,0.17031524151973626,0.04780240469376679,0.16065394943261438,greed,16.690861311828005,146,5
880,2024-01-18,30,41327.5,48962.36272508148,48960.125660586884,48964.59978957608,0.9137894374744456,0.02685975421180116,0.26,0.16714537752825037,0.05746038788059432,0.16569429062091495,greed,16.741660677281008,147,1
881,2024-01-18,31,41327.5,48963.563229643434,48962.526669710795,48964.59978957608,0.42340053062793986,0.02295150631199005,0.26,0.15829982016436786,0.04821714183680993,0.16681739427003145,greed,16.996226562875222,150,3
882,2024-01-18,32,41327.5,48964.17648519703,48962.526669710795,48965.826300683264,0.6738867493190682,0.021396973858364886,0.26,0.17175322781457808,0.04151322207808222,0.16084624196262115,greed,17.547276846865422,156,6
883,2024-01-18,33,41327.5,48962.97598063508,48960.125660586884,48965.826300683264,1.1642756556780158,0.02153078076823221,0.26,0.15326756864795382,0.051701568844124066,0.156788257524498,greed,17.928975881892203,163,7
884,2024-01-18,34,41327.5,48968.67349978654,48960.125660586884,48977.2213389862,3.4911459056352605,0.02248871402505148,0.26,0.15475511111749432,0.052338880547690037,0.1759039719102439,greed,18.43020212349301,168,5
885,2024-01-18,35,41327.5,48969.15631263424,48959.88748381653,48978.42514145195,3.7855783173135666,0.02077738872492677,0.26,0.1576034449694903,0.057462176855284555,0.17368476895272156,greed,19.239000796875352,174,6
886,2024-01-18,36,41327.5,48969.15631263424,48959.88748381653,48978.42514145195,3.7855783173135666,0.021251505946194717,0.26,0.16269505376186094,0.04847095831983793,0.17380711963616405,greed,20.055883712415078,180,6
887,2024-01-18,37,41327.5,48975.18119850263,48970.899995963955,48979.4624010413,1.748315139997774,0.023008026328416756,0.26,0.19123561527697164,0.05564101538527517,0.15720212221462698,greed,20.434378924304067,185,5
888,2024-01-18,38,41327.5,48978.473734665895,48977.485068290494,48979.4624010413,0.40371465258803274,0.023100759319473415,0.26,0.185578643922218,0.05978863531559263,0.16723310267616617,greed,20.860067508590095,188,3
889,2024-01-18,39,41327.5,48978.473734665895,48977.485068290494,48979.4624010413,0.40371465258803274,0.020284193056053043,0.26,0.17066879272009627,0.053775250816227305,0.17693230699529175,greed,21.085845407385385,192,4
890,2024-01-18,40,41327.5,48976.31488968746,48973.16737833362,48979.4624010413,1.2853197962849146,0.01611165019086729,0.26,0.1615353068249877,0.05587858771719929,0.15474911700316843,greed,21.57322152987917,198,6
891,2024-01-18,41,41327.5,48976.31488968746,48973.16737833362,48979.4624010413,1.2853197962849146,0.012980237903834027,0.26,0.16131460182843815,0.05114621150628617,0.1546810743401993,greed,21.86824500048704,201,3
892,2024-01-18,42,41327.5,48976.18261451139,48972.6667588391,48979.69847018368,1.4357410008706173,0.014572978213142563,0.26,0.14937121227627043,0.05131376344282011,0.15548017152719004,greed,22.42979986398876,209,8
893,2024-01-18,43,41327.5,48980.55785381864,48979.724886659555,48981.390820977715,0.34012154845846,0.013776022268245968,0.26,0.16824646316883854,0.05152944875115508,0.17285650835587332,greed,22.686070081642082,213,4
894,2024-01-18,44,41327.5,48980.759341845274,48980.12786271284,48981.390820977715,0.25784783287227103,0.015493119020667393,0.26,0.15013152620383993,0.04033512608984765,0.17037597453603506,greed,23.159635836682856,218,5
895,2024-01-18,45,41327.5,48980.759341845274,48980.12786271284,48981.390820977715,0.25784783287227103,0.014499314004621622,0.26,0.16605786235586545,0.04841522403531852,0.16805046492054887,greed,23.232212244357648,219,1
896,2024-01-18,46,41327.5,48981.316958032934,48980.12786271284,48982.50605335303,0.48553015473698297,0.015742626307204913,0.26,0.15893643768494817,0.05308320308572197,0.16857717096160746,greed,23.641036322425844,224,5
897,2024-01-18,47,41327.5,48981.316958032934,48980.12786271284,48982.50605335303,0.48553015473698297,0.016532506606117353,0.26,0.16420822673449395,0.05856203671019573,0.17534586982468897,greed,23.78404851519955,225,1
898,2024-01-18,48,41327.5,48983.22788458623,48982.32809856382,48984.12767060865,0.36738535260902855,0.014858738456305321,0.26,0.1463791069249678,0.055471442034614404,0.15132121138165391,greed,24.370771012828623,232,7
899,2024-01-18,49,41327.5,48983.22788458623,48982.32809856382,48984.12767060865,0.36738535260902855,0.015286617786133811,0.26,0.1294955460725247,0.05296471794764194,0.15694440287738964,greed,24.729464150782615,235,3
900,2024-01-19,0,41659.03,47894.98188752998,47876.777378138424,47913.18639692154,7.601844149062425,0.019765315430155507,0.02,0.02718901043851247,0.04639304110584125,0.16314530149999065,neutral,0.25196885666153124,2,2
901,2024-01-19,1,41659.03,47899.903932139656,47886.62146735776,47913.18639692154,5.545925436805163,0.03335123239896709,0.02,0.02884393590144987,0.05924522893218313,0.16332345739488996,neutral,0.5163972342149857,4,2
902,2024-01-19,2,41659.03,47902.822703130325,47892.4590093391,47913.18639692154,4.3269658055212945,0.01714095962967751,0.02,0.031118760924912607,0.04556199030132713,0.1565086873759164,neutral,1.1345864804874797,9,5
903,2024-01-19,3,41659.03,47914.004717670905,47904.04284812099,47923.96658722082,4.158228730249189,0.009359112787972261,0.02,0.061852405983230115,0.05112656014514159,0.15087465558066265,neutral,1.3104558413883067,12,3
904,2024-01-19,4,41659.03,47916.89107745992,47909.81556769903,47923.96658722082,2.9532424169415927,-0.019412092627592758,0.02,0.0586485469033753,0.041914581094887944,0.15953084092641487,neutral,2.12871905287474,18,6
905,2024-01-19,5,41659.03,47915.375436259055,47900.11421020206,47930.63666231606,6.3700747069384,-0.005590240973714342,0.02,0.023437567899467906,0.045246859335618915,0.1593915043518944,neutral,2.7871650666131824,28,10
906,2024-01-19,6,41659.03,47915.375436259055,47900.11421020206,47930.63666231606,6.3700747069384,0.0002216639498259468,0.02,-0.023028835040337776,0.04571399188089529,0.15274122314581226,neutral,3.103662317334343,31,3
907,2024-01-19,7,41659.03,47918.14079386918,47905.6449254223,47930.63666231606,5.215506378110129,-0.0005860161893379821,0.02,-0.03298982050381117,0.04086104805431337,0.17342891590933304,neutral,3.2691950820824065,33,2
908,2024-01-19,8,41659.03,47919.61699430339,47907.413815388114,47931.820173218664,5.093187166636119,0.005105209459534788,0.02,-0.05201559633061617,0.05316109967722442,0.1502417731002636,neutral,3.499763134790151,37,4
909,2024-01-19,9,41659.03,47922.766573912624,47913.71297460659,47931.820173218664,3.7784126223485077,0.006737263077160745,0.02,-0.08813086800221909,0.044742889319554224,0.15322842554279575,neutral,3.8231614336606743,40,3
910,2024-01-19,10,41659.03,47922.766573912624,47913.71297460659,47931.820173218664,3.7784126223485077,0.0004346516566433554,0.02,-0.0782615708882747,0.04499006159365484,0.16642414469586955,neutral,4.04996461497566,43,3
911,2024-01-19,11,41659.03,47922.766484267035,47913.712795315405,47931.820173218664,3.778450041944907,-0.002876788198514957,0.02,-0.03785974226720219,0.05803166010574135,0.15645613439199577,neutral,4.526595449536386,49,6
912,2024-01-19,12,41659.03,47923.26018819373,47914.03757628728,47932.48280010019,3.848908388217906,-0.0027938182485169947,0.02,-0.03001131678866044,0.0542569199172191,0.17090085334310245,neutral,4.780686275379637,53,4
913,2024-01-19,13,41659.03,47923.26018819373,47914.03757628728,47932.48280010019,3.848908388217906,-0.0005514806064469365,0.02,-0.006196020035724073,0.04467793862944407,0.15632658683042364,neutral,5.086741247504089,58,5
914,2024-01-19,14,41659.03,47923.0977977078,47913.712795315405,47932.48280010019,3.9166927113131496,-0.010269438203825972,0.02,0.0008404335149082278,0.04264809226992909,0.16146756755932373,neutral,5.5685031968593375,64,6
915,2024-01-19,15,41659.03,47923.0977977078,47913.712795315405,47932.48280010019,3.9166927113131496,-0.006190394835225959,0.02,0.007794755424402932,0.04908806308959906,0.17340567805448984,neutral,5.962987119088384,67,3
916,2024-01-19,16,41659.03,47920.59173372874,47913.41393874512,47927.76952871236,2.995703819143669,-0.008103276483762358,0.02,-0.03873981678674043,0.043961910334405795,0.15197076349468977,neutral,6.520672669755717,74,7
917,2024-01-19,17,41659.03,47919.674815856284,47911.580103000204,47927.76952871236,3.378450662356343,-0.003006152593839341,0.02,-0.06120046977772452,0.04839697395372635,0.16490686555500145,neutral,7.345502273022097,79,5
918,2024-01-19,18,41659.03,47917.18997545307,47910.490335118,47923.88961578814,2.7963410786414595,4.5468019803627074e-05,0.02,-0.05034433495039899,0.05594422145157525,0.17172697642835846,neutral,7.843370424339805,84,5
919,2024-01-19,19,41659.03,47917.18997545307,47910.490335118,47923.88961578814,2.7963410786414595,0.004730901475462323,0.02,-0.06541171162185677,0.04681089670959794,0.17414891191197762,neutral,8.366706806457174,89,5
920,2024-01-19,20,41659.03,47920.03043830629,47910.490335118,47929.570541494584,3.981676597879498,0.0023905204001468863,0.02,-0.06945454361409756,0.05660301965995836,0.17844754613370237,neutral,8.731884906394727,95,6
921,2024-01-19,21,41659.03,47918.492178441345,47907.413815388114,47929.570541494584,4.623836247593477,0.003930982970546434,0.02,-0.0660085552384541,0.045290316079776766,0.1583967795673928,neutral,9.11513771469483,99,4
922,2024-01-19,22,41659.03,47921.98397309621,47916.18152957811,47927.78641661431,2.4216207414772923,0.0006654602513926938,0.02,-0.06157297734268849,0.05462314688909835,0.1784026810552111,neutral,9.33006563592971,101,2
923,2024-01-19,23,41659.03,47921.98397309621,47916.18152957811,47927.78641661431,2.4216207414772923,0.0010199887818725492,0.02,-0.054932103309386804,0.04627413024104131,0.1574362007618527,neutral,9.859576767567923,105,4
924,2024-01-19,24,41659.03,47923.243168248606,47916.18152957811,47930.3048069191,2.947062094984395,0.007385687092119618,0.02,-0.06785393872971016,0.04012514942052941,0.15185657105041425,neutral,10.3342692200414,111,6
925,2024-01-19,25,41659.03,47920.35312458817,47910.401442257236,47930.3048069191,4.153426125662294,0.00596029087801006,0.02,-0.0318195968249107,0.0513214329289633,0.1725435883337803,neutral,10.446240880540609,115,4
926,2024-01-19,26,41659.03,47922.19410092027,47910.401442257236,47933.9867595833,4.921585450865061,0.014259010524578794,0.02,-0.026845826546860647,0.041863922391253895,0.16231487382181664,neutral,11.11887436877309,120,5
927,2024-01-19,27,41659.03,47925.389190449474,47915.97834760116,47934.80003329779,3.9272890663103204,0.009159755014539707,0.02,-0.045266372315185904,0.04443563956384637,0.15952663739608505,neutral,11.78363767031513,126,6
928,2024-01-19,28,41659.03,47925.389190449474,47915.97834760116,47934.80003329779,3.9272890663103204,0.007672420281715225,0.02,-0.04715889547509841,0.04386498830468336,0.15151677563878616,neutral,11.939149551757033,128,2
929,2024-01-19,29,41659.03,47928.48436659484,47915.97834760116,47940.99038558853,5.218616511229085,0.013950252281479088,0.02,-0.045771566493106354,0.04574653433017804,0.15839237903307213,neutral,12.503979599806248,132,4
930,2024-01-19,30,41659.03,47932.29030534498,47923.59022510143,47940.99038558853,3.630154197985536,0.01329746347063294,0.02,-0.01593495525927196,0.05518173865111277,0.17182587690675283,neutral,12.739016179212738,134,2
931,2024-01-19,31,41659.03,47936.31875786916,47931.647130149795,47940.99038558853,1.9490974027284822,0.009359078086307464,0.02,-0.038376613460579606,0.05387611113934824,0.1665828710410075,neutral,13.067526848724428,137,3
932,2024-01-19,32,41659.03,47933.009525965375,47925.028666342216,47940.99038558853,3.3300056483341614,0.00690320304165552,0.02,-0.046560232152819084,0.05821605341939627,0.16642244521139177,neutral,13.375009675451338,142,5
933,2024-01-19,33,41659.03,47932.29030534498,47923.59022510143,47940.99038558853,3.630154197985536,0.0012020377803077988,0.02,-0.05358311713540554,0.04693117519633095,0.16223147311995675,neutral,13.934849604793815,148,6
934,2024-01-19,34,41659.03,47932.55421905847,47923.59022510143,47941.51821301551,3.740252988010592,0.0015089561021430305,0.02,-0.048789577268730275,0.05169677263377764,0.16012597397651457,neutral,14.362778243391205,152,4
935,2024-01-19,35,41659.03,47932.11680898526,47922.71540495501,47941.51821301551,3.922799432253578,-0.002151563488824794,0.02,-0.04469308213252191,0.04493039811275966,0.1792809809580061,neutral,15.040606482608286,158,6
936,2024-01-19,36,41659.03,47932.88971866667,47922.71540495501,47943.06403237834,4.245232770809711,0.0014138188352812732,0.02,-0.06510016195535814,0.04244223031848576,0.15333411441996037,neutral,15.409633112899042,163,5
937,2024-01-19,37,41659.03,47932.21928074313,47921.37452910791,47943.06403237834,4.525036310835026,0.0029407803984759207,0.02,-0.08227256846000373,0.05750236089116094,0.1737156153081502,neutral,15.639133104863237,167,4
938,2024-01-19,38,41659.03,47932.21928074313,47921.37452910791,47943.06403237834,4.525036310835026,0.004170256707670861,0.02,-0.07017843396208558,0.04090589287226155,0.169691575781543,neutral,15.81628898132184,169,2
939,2024-01-19,39,41659.03,47932.73724419119,47922.41045600403,47943.06403237834,4.308866457821904,0.001153256604507772,0.02,-0.08473305050613092,0.041640473704229415,0.15104817739217966,neutral,16.147143539274236,174,5
940,2024-01-19,40,41659.03,47932.796294640226,47922.41045600403,47943.182133276416,4.333499999604589,0.002011681651214541,0.02,-0.07034180891725973,0.04338123556879433,0.16055415019231056,neutral,16.480140964881535,179,5
941,2024-01-19,41,41659.03,47932.27833119217,47921.37452910791,47943.182133276416,4.549669852499781,-0.002066865564046237,0.02,-0.12136913003855915,0.050141648481205336,0.16913705623658884,neutral,16.958545237240074,184,5
942,2024-01-19,42,41659.03,47925.87743958153,47921.24947785369,47930.50540130937,1.9312997382978068,0.0008991384237707036,0.02,-0.14192623091441975,0.05330730416837809,0.16502132777510015,neutral,17.56139224497283,191,7
943,2024-01-19,43,41659.03,47925.87743958153,47921.24947785369,47930.50540130937,1.9312997382978068,-0.00048558861106529826,0.02,-0.16802755762215282,0.04047064988828197,0.1628886859169053,neutral,17.992677946850765,193,2
944,2024-01-19,44,41659.03,47925.11733443415,47919.72926755893,47930.50540130937,2.248535705242607,-0.003351365893027437,0.02,-0.16339060668512195,0.05206384331229335,0.16570801641457836,neutral,18.41321312826131,198,5
945,2024-01-19,45,41659.03,47924.27676427095,47918.04812723253,47930.50540130937,2.5993661079365524,-0.007110947717531638,0.02,-0.15390013710576605,0.04941900117545029,0.16476696945547226,neutral,19.030731227885482,204,6
946,2024-01-19,46,41659.03,47916.80679563471,47915.01653895769,47918.597052311736,0.7472353843025866,-0.007681225635979116,0.02,-0.12645877558204924,0.05582927081779038,0.16807409492110365,neutral,19.504145375390923,210,6
947,2024-01-19,47,41659.03,47916.68753752461,47914.77802273748,47918.597052311736,0.797014520518055,-0.007932717809972232,0.02,-0.1349740787861849,0.041220142860107896,0.15863493896554817,neutral,20.119528020210684,215,5
948,2024-01-19,48,41659.03,47916.64369039463,47914.690328477525,47918.597052311736,0.8153166693921775,-0.006975176851768265,0.02,-0.10680322247922805,0.05322281356857393,0.16956706059397322,neutral,20.880125902466684,222,7
949,2024-01-19,49,41659.03,47920.46182079933,47914.23498905945,47926.68865253922,2.5988195869940953,-0.00508710886370003,0.02,-0.09623184747358109,0.053008504976477286,0.15637001922860674,neutral,22.10666410702916,231,9
950,2024-01-20,0,41696.04,46969.65274942914,46959.67051602221,46979.63498283606,4.2505033878694185,-0.00014981661440751918,0.04,0.04540005692420731,0.05993818437178711,0.15550357203450688,neutral,0.16138409997755582,2,2
951,2024-01-20,1,41696.04,46962.68730275794,46959.67051602221,46965.704089493665,1.2847589901652061,0.0045156181620338515,0.04,0.028970285511233314,0.04822749142825179,0.15379159267217002,neutral,0.37605133915154293,5,3
952,2024-01-20,2,41696.04,46962.68730275794,46959.67051602221,46965.704089493665,1.2847589901652061,-0.00044458699502393484,0.04,0.029651813341554395,0.05684031323013488,0.16448140419230803,neutral,0.8185562494473014,9,4
953,2024-01-20,3,41696.04,46955.900937903905,46945.769853154736,46966.03202265308,4.31514870200057,0.0089069907278445,0.04,0.022613861267641797,0.0534569426697709,0.171727635824974,neutral,1.4439265865732962,16,7
954,2024-01-20,4,41696.04,46954.451270929974,46942.87051920686,46966.03202265308,4.932759902267768,-0.010635155696839095,0.04,0.06823202080674058,0.047957683511140464,0.17417936702602752,neutral,2.4471725558059,24,8
955,2024-01-20,5,41696.04,46950.84489249809,46950.159319738195,46951.53046525798,0.29203851877936315,-0.015659027514717698,0.04,0.06086365832802104,0.043318020487415725,0.15074052471673755,neutral,2.8009493667984033,27,3
956,2024-01-20,6,41696.04,46950.84489249809,46950.159319738195,46951.53046525798,0.29203851877936315,-0.01925958348484189,0.04,0.07111326845500894,0.04254971360280493,0.17400619043050736,neutral,3.091992853186148,30,3
957,2024-01-20,7,41696.04,46947.20049223242,46942.87051920686,46951.53046525798,1.8446139408362507,-0.01676116227559073,0.04,0.023866699781518133,0.04301374974001668,0.17554782957912657,neutral,3.5826046053932528,35,5
958,2024-01-20,8,41696.04,46944.294913853344,46939.81174913175,46948.77807857494,1.9099934208496256,-0.028728784954965458,0.04,-0.008362840752520244,0.052289715550232624,0.1674358627116287,neutral,4.057656407329526,40,5
959,2024-01-20,9,41696.04,46942.348469306,46939.81174913175,46944.88518948025,1.0807811100064604,-0.028990667357036728,0.04,0.011956981667498243,0.055126685391657736,0.15245001827580287,neutral,4.226514407706292,42,2
960,2024-01-20,10,41696.04,46942.10917200031,46939.81174913175,46944.406594868866,0.9788323997706172,-0.02477117755958624,0.04,0.008298090817130602,0.048847330662048376,0.151274097277696,neutral,4.410113096071704,45,3
961,2024-01-20,11,41696.04,46942.10917200031,46939.81174913175,46944.406594868866,0.9788323997706172,-0.024953363192797794,0.04,0.02034044028502014,0.05805411020890712,0.17511789021415525,neutral,4.861502800775906,48,3
962,2024-01-20,12,41696.04,46941.07395337628,46937.26271727232,46944.88518948025,1.6238384778965056,-0.016518203846150874,0.04,0.018638523833940452,0.05788530236512828,0.16934708715877067,neutral,5.355937837016683,54,6
963,2024-01-20,13,41696.04,46941.07395337628,46937.26271727232,46944.88518948025,1.6238384778965056,-0.009655004493698518,0.04,-0.044981558070256465,0.04597565742108503,0.17673600219190808,neutral,5.629148573600409,56,2
964,2024-01-20,14,41696.04,46943.02039792363,46937.26271727232,46948.77807857494,2.4530507847613725,-0.010033105933417552,0.04,-0.06152678985363119,0.0563055266218112,0.17683213165945522,neutral,5.867429803956752,59,3
965,2024-01-20,15,41696.04,46943.02039792363,46937.26271727232,46948.77807857494,2.4530507847613725,-0.006858303559232528,0.04,-0.04981349617468062,0.05797575779474695,0.16659335913175113,neutral,6.003776198751978,60,1
966,2024-01-20,16,41696.04,46943.02039792363,46937.26271727232,46948.77807857494,2.4530507847613725,-0.01214390630391174,0.04,-0.05170685685442236,0.059776710627783294,0.1567718317151738,neutral,6.311304703552468,63,3
